Category,Food Name,Alternative Name,Chinese Terms,English Terms
魚貝類,"大甲鰺","鐵甲,扁甲,大目巴攏,大甲鰺 Torpedo scad; Torpedo trevally; Cordyla scad; Finletted mackerel; Finny scad; Hardtail scad",魚貝類 鱼贝类 大甲鰺 鐵甲 扁甲 大目巴攏 铁甲 大目巴拢,torpedo scad trevally cordyla finletted mackerel finny hardtail giant
魚貝類,"日本竹筴魚","巴攏,竹莢魚,瓜仔魚,真鰺,巴蘭,瓜魚,巴弄/硬尾(澎湖),黑尾 Japanese scad; Japanese jack mackerel; Japanese horse mackerel; Jack mackerel",魚貝類 鱼贝类 日本竹筴魚 巴攏 竹莢魚 瓜仔魚 真鰺 巴蘭 瓜魚 巴弄/硬尾 澎湖 黑尾 日本竹筴鱼 巴拢 竹荚鱼 瓜仔鱼 巴兰 瓜鱼,japanese scad jack mackerel horse
魚貝類,"布氏鯧鰺(去皮)","金槍,金鯧,紅杉,紅沙瓜仔,長鰭黃臘鰺,甘仔魚(臺東),紅紗(澎湖)  Snubnose pompano; Silver pampano; Silver pompano; Snub-nosed dart; Snub-nosed swallowtail; Permit; Snub-nosed dart; Pompio; Ovate pompano; Round pompano; Pompano; Snubnose dart; Spinous dory",魚貝類 鱼贝类 布氏鯧鰺 去皮 金槍 金鯧 紅杉 紅沙瓜仔 長鰭黃腊鰺 甘仔魚 台東 紅紗 澎湖 布氏鲳鰺 金枪 金鲳 红杉 红沙瓜仔 长鳍黄腊鰺 甘仔鱼 台东 红纱,snubnose pompano silver pampano snub nosed dart swallowtail permit pompio ovate round spinous dory pomfret (skin removed)
魚貝類,"布氏鯧鰺(含皮)","金槍,金鯧,紅杉,紅沙瓜仔,長鰭黃臘鰺,甘仔魚(臺東),紅紗(澎湖) Snubnose pompano; Silver pampano; Silver pompano; Snub-nosed dart; Snub-nosed swallowtail; Permit; Snub-nosed dart; Pompio; Ovate pompano; Round pompano; Pompano; Snubnose dart; Spinous dory",魚貝類 鱼贝类 布氏鯧鰺 含皮 金槍 金鯧 紅杉 紅沙瓜仔 長鰭黃腊鰺 甘仔魚 台東 紅紗 澎湖 布氏鲳鰺 金枪 金鲳 红杉 红沙瓜仔 长鳍黄腊鰺 甘仔鱼 台东 红纱,snubnose pompano silver pampano snub nosed dart swallowtail permit pompio ovate round spinous dory pomfret (with skin)
魚貝類,"杜氏鰤","紅甘,紅甘鰺,竹午,汕午,紅頭午  Purplish amberjack; Rock salmon; Sailor's choice; Yellow tail; Amberjack; Allied kingfish; Greater yellowtail; Greater amberjack; Great yellowtail; Great amberfish; Jenny lind",魚貝類 鱼贝类 杜氏鰤 紅甘 紅甘鰺 竹午 汕午 紅頭午 红甘 红甘鰺 红头午,purplish amberjack rock salmon sailor s choice yellow tail allied kingfish greater yellowtail great amberfish jenny lind
魚貝類,"長鰭鰤魚","油甘,黃尾鰺,甘仔,扁午,扁甘,柴魽 Longfin yellowtail",魚貝類 鱼贝类 長鰭鰤魚 油甘 黃尾鰺 甘仔 扁午 扁甘 柴魽 长鳍鰤鱼 黄尾鰺,longfin yellowtail
魚貝類,"范氏副葉鰺","甘仔魚 Blackfin scad; Herring scad",魚貝類 鱼贝类 範氏副葉鰺 甘仔魚 范氏副叶鰺 甘仔鱼,blackfin scad herring paraphyllophylla fannii
魚貝類,"泰勃圓鰺","硬尾 Redtail scad; Robin; Scad; Round robin; Roughear scad; Jack; Kingston; Greater Kingston",魚貝類 鱼贝类 泰勃圓鰺 硬尾 泰勃圆鰺,redtail scad robin round roughear jack kingston greater taibo
魚貝類,"烏鯧","烏昌,三角昌,昌鼠魚,黑鯧,暗鯧,黑鰭,燕尾鯧 Pompano; Pomfret; Slade; Sweep; Blue skate; Butterfish; Black batfish; Brown pomfret; Black pompano; Black pomfret; Halibut; False butterfish",魚貝類 鱼贝类 烏鯧 烏昌 三角昌 昌鼠魚 黑鯧 暗鯧 黑鰭 燕尾鯧 乌鲳 乌昌 昌鼠鱼 黑鲳 暗鲳 黑鳍 燕尾鲳,pompano pomfret slade sweep blue skate butterfish black batfish brown halibut false
魚貝類,"無斑圓鰺","紅瓜魚,巴攏,紅扁鰺,赤尾仔(臺東),赤尾,馬尾冬,紅瓜鰺,紅尾巴弄(澎湖)  Red tail scad; Redtail scad; Pacific redtail scad",魚貝類 鱼贝类 無斑圓鰺 紅瓜魚 巴攏 紅扁鰺 赤尾仔 台東 赤尾 馬尾冬 紅瓜鰺 紅尾巴弄 澎湖 无斑圆鰺 红瓜鱼 巴拢 红扁鰺 台东 马尾冬 红瓜鰺 红尾巴弄,red tail scad redtail pacific round
魚貝類,"藍圓鰺","硬尾,廣仔,甘廣,四破,巴攏,金鼓,吧弄,巴弄/孔仔(澎湖) Round scad; White-tipped mackerel scad; Whitetip scad; Deep-bodied round scad; Japanese scad; Mackerel scad",魚貝類 鱼贝类 藍圓鰺 硬尾 廣仔 甘廣 四破 巴攏 金鼓 吧弄 巴弄/孔仔 澎湖 蓝圆鰺 广仔 甘广 巴拢,round scad white tipped mackerel whitetip deep bodied japanese blue trevally
魚貝類,"雙帶鰺","海草,拉侖,拉崙/柴魚/青甘(澎湖) Rainbow runner",魚貝類 鱼贝类 雙帶鰺 海草 拉侖 拉侖/柴魚/青甘 澎湖 双带鰺 拉仑 拉仑/柴鱼/青甘,rainbow runner two-banded trevally
魚貝類,"眼眶魚","皮刀,眼眶魚,庖刀魚,皮鞋刀,菜刀魚,剃頭刀(澎湖) Razor trevally; Moonfish",魚貝類 鱼贝类 眼眶魚 皮刀 庖刀魚 皮鞋刀 菜刀魚 剃頭刀 澎湖 眼眶鱼 庖刀鱼 菜刀鱼 剃头刀,razor trevally moonfish orbital
魚貝類,"斯氏長鰭烏魴","深海三角仔,黑飛刀,黑皮刀,三角仔(臺東),大鱗烏鯧(澎湖)  Pomfret; Sickle pomfret",魚貝類 鱼贝类 斯氏長鰭烏魴 深海三角仔 黑飛刀 黑皮刀 台東 大鱗烏鯧 澎湖 斯氏长鳍乌鲂 黑飞刀 台东 大鳞乌鲳,pomfret sickle longfin bream
魚貝類,"史氏紅諧魚","紅鰱魚,紅肉欉仔,紅嘴唇仔,紅唇仔,紅魚仔,白肉蒜,紅肉蒜 Japanese rubyfish",魚貝類 鱼贝类 史氏紅諧魚 紅鰱魚 紅肉欉仔 紅嘴唇仔 紅唇仔 紅魚仔 白肉蒜 紅肉蒜 史氏红谐鱼 红鲢鱼 红肉欉仔 红嘴唇仔 红唇仔 红鱼仔 红肉蒜,japanese rubyfish red mullet
魚貝類,"希氏姬鯛","鎖吾,散午,紅魚仔,紅臭魚仔,紅臭魚(臺東),白肉蒜 Snapper; Von Siebold's snapper fish; Jobfish; Lavender jobfish",魚貝類 鱼贝类 希氏姬鯛 鎖吾 散午 紅魚仔 紅臭魚仔 紅臭魚 台東 白肉蒜 希氏姬鲷 锁吾 红鱼仔 红臭鱼仔 红臭鱼 台东,snapper von siebold s fish jobfish lavender hispaniidae
魚貝類,"赤鰭笛鯛","紅雞仔,赤海雞,赤筆仔(臺東),赤筆,赤海,紅魚,紅鰭赤海/鐵汕婆(澎湖)  Small-mouthed nannygai; Saddle-tailed sea-perch; Pink snapper; Red bream; Red jew; Redfish; Red snapper; Scarlet snapper; Black; Crimson snapper; High brow sea perch",魚貝類 鱼贝类 赤鰭笛鯛 紅雞仔 赤海雞 赤筆仔 台東 赤筆 赤海 紅魚 紅鰭赤海/鐵汕婆 澎湖 赤鳍笛鲷 红鸡仔 赤海鸡 赤笔仔 台东 赤笔 红鱼 红鳍赤海/铁汕婆,small mouthed nannygai saddle tailed sea perch pink snapper red bream jew redfish scarlet black crimson high brow redfin
魚貝類,"孟加拉笛鯛","赤筆仔,黃雞母(澎湖) Red snapper; Bengal snapper",魚貝類 鱼贝类 孟加拉笛鯛 赤筆仔 黃雞母 澎湖 孟加拉笛鲷 赤笔仔 黄鸡母,red snapper bengal
魚貝類,"前鱗笛鯛","赤筆仔 Indian snapper",魚貝類 鱼贝类 前鱗笛鯛 赤筆仔 前鳞笛鲷 赤笔仔,indian snapper front scale
魚貝類,"馬拉巴笛鯛","赤海,赤筆仔 Saddletail snapper; Redfish; Red jew; Saddle-tailed sea-perch; Red emperor; Red snapper; Silver; Scarlet sea-perch; Red bream; Saddle-tail snapper; Big-mouth nannygai; Large-mouthed nannygai",魚貝類 鱼贝类 馬拉巴笛鯛 赤海 赤筆仔 马拉巴笛鲷 赤笔仔,saddletail snapper redfish red jew saddle tailed sea perch emperor silver scarlet bream big mouth nannygai large mouthed malabar
魚貝類,"單斑笛鯛","點記,黑點仔,黃翅,赤筆仔,點誌仔,龍王(臺東)  Onespot snapper; One-spot snapper; Onespot perch; One-spot seaperch; Black spot snapper",魚貝類 鱼贝类 單斑笛鯛 點記 黑點仔 黃翅 赤筆仔 點志仔 龍王 台東 单斑笛鲷 点记 黑点仔 黄翅 赤笔仔 点志仔 龙王 台东,onespot snapper one perch seaperch black single-spotted
魚貝類,"黃擬烏尾鮗","黃雞仔,包公雞,貢仔,黃腳佳仔,黃加甲(臺東),烏尾冬/青雞仔(澎湖) Snapper",魚貝類 鱼贝类 黃擬烏尾鮗 黃雞仔 包公雞 貢仔 黃腳佳仔 黃加甲 台東 烏尾冬/青雞仔 澎湖 黄拟乌尾鮗 黄鸡仔 包公鸡 贡仔 黄脚佳仔 黄加甲 台东 乌尾冬/青鸡仔,snapper yellowtail
魚貝類,"葉唇笛鯛","厚唇仔,紅魚 Tang's snapper",魚貝類 鱼贝类 葉唇笛鯛 厚唇仔 紅魚 叶唇笛鲷 红鱼,tang s snapper leaf-lipped
魚貝類,"松鯛","打鐵婆,枯葉,石鯽,睡魚,庫羅黛,睏魚,海南洋仔,南洋鱸魚,海吳郭,流魚/柴魚/打鐵鱸(澎湖) Sleepfish; Triple-tail; Triple tail; Tripletail; Brown triple tail; Conchy leaf; Atlantic tripletail; Bouyfish; Black grunt; Dusky tripletail; Black perch; Dusky triple-tail; Flasher",魚貝類 鱼贝类 松鯛 打鐵婆 枯葉 石鯽 睡魚 庫羅黛 困魚 海南洋仔 南洋鱸魚 海吳郭 流魚/柴魚/打鐵鱸 澎湖 松鲷 打铁婆 枯叶 石鲫 睡鱼 库罗黛 困鱼 南洋鲈鱼 海吴郭 流鱼/柴鱼/打铁鲈,sleepfish triple tail tripletail brown conchy leaf atlantic bouyfish black grunt dusky perch flasher lobster
魚貝類,"三線磯鱸","三線雞魚,黃雞仔,雞仔魚,番仔加誌,黃公仔魚,黃雞魚,三爪仔,雞魚(澎湖),青筆 Chicken grunt; Grunt",魚貝類 鱼贝类 三線磯鱸 三線雞魚 黃雞仔 雞仔魚 番仔加志 黃公仔魚 黃雞魚 三爪仔 澎湖 青筆 三线矶鲈 三线鸡鱼 黄鸡仔 鸡仔鱼 黄公仔鱼 黄鸡鱼 青笔,chicken grunt three-line sea bass
魚貝類,"星雞魚","雞仔魚,石鱸,厚鱸,頭額/金龍/刣額(澎湖)  Silver grunt; Common javelinfish; Javelin grunter; Javelin grunt",魚貝類 鱼贝类 星雞魚 雞仔魚 石鱸 厚鱸 頭額/金龍/刣額 澎湖 星鸡鱼 鸡仔鱼 石鲈 厚鲈 头额/金龙/刣额,silver grunt common javelinfish javelin grunter star chicken
魚貝類,"密點少棘胡椒鯛","雞仔魚,加志,少棘石鱸,圭誌/烏嘉誌(澎湖)  Sailfin rubberlip; Painted sweetlips; Painted sweetlip; Pointed sweet lip; Slatey sweetlips; Sweetlip",魚貝類 鱼贝类 密點少棘胡椒鯛 雞仔魚 加志 少棘石鱸 圭志/烏嘉志 澎湖 密点少棘胡椒鲷 鸡仔鱼 少棘石鲈 圭志/乌嘉志,sailfin rubberlip painted sweetlips sweetlip pointed sweet slatey peppa pig
魚貝類,"金線魚","金線鰱,黃線,紅杉 Golden threadfin bream; Golden thread",魚貝類 鱼贝类 金線魚 金線鰱 黃線 紅杉 金线鱼 金线鲢 黄线 红杉,golden threadfin bream thread fish
魚貝類,"青嘴龍占魚","龍尖,龍占,青嘴仔,青嘴/尖嘴仔(澎湖) Sand snapper; Parrot-fish; North-west snapper; Norwest snapper; Snuppy; Spangled emperor; Scavenger; Red-finned emperor; Pig-faced bream; Tricky snapper; Starry pigface bream; Yellow sweetlip",魚貝類 鱼贝类 青嘴龍占魚 龍尖 龍占 青嘴仔 青嘴/尖嘴仔 澎湖 青嘴龙占鱼 龙尖 龙占,sand snapper parrot fish north west norwest snuppy spangled emperor scavenger red finned pig faced bream tricky starry pigface yellow sweetlip green-billed dragonfish
魚貝類,"網紋龍占魚","龍尖,龍占(臺東) Red snout emperor",魚貝類 鱼贝类 網紋龍占魚 龍尖 龍占 台東 网纹龙占鱼 龙尖 龙占 台东,red snout emperor reticulated dragon fish
魚貝類,"平鯛","黃錫鯛,枋頭,邦頭/枋頭/白嘉鱲(澎湖) Silver sea bream; Natal stumpnose; Silver bream; Yellowfin bream; Yellow fin bream; Tarwhine; Goldlined seabream; Gold-line sea bream; Goldloned seabream",魚貝類 鱼贝类 平鯛 黃錫鯛 枋頭 邦頭/枋頭/白嘉鱲 澎湖 平鲷 黄锡鲷 枋头 邦头/枋头/白嘉鱲,silver sea bream natal stumpnose yellowfin yellow tarwhine goldlined seabream gold line goldloned flat snapper
魚貝類,"阿部牙鯛","赤鯮,阿部赤鯮 Dentex abei",魚貝類 鱼贝类 阿部牙鯛 赤鯮 阿部赤鯮 阿部牙鲷,dentex abei abe sea bream
魚貝類,"真鯛平均值(去皮)","嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚   Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy",魚貝類 鱼贝类 真鯛平均值 去皮 嘉鱲魚 正鯛 加腊 加蚋 加魶 真鯛 加幾魚 銅盆魚 棘鬣魚 真鲷平均值 嘉鱲鱼 正鲷 真鲷 加几鱼 铜盆鱼 棘鬣鱼,red seabream tail porgy silver sea pargo genuine japanese madai average value of (skin removed)
魚貝類,"真鯛(1月)","嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚   Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy",魚貝類 鱼贝类 真鯛 月 嘉鱲魚 正鯛 加腊 加蚋 加魶 加幾魚 銅盆魚 棘鬣魚 真鲷 嘉鱲鱼 正鲷 加几鱼 铜盆鱼 棘鬣鱼,red seabream tail porgy silver sea pargo genuine japanese madai (january)
魚貝類,"真鯛(3月)","嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚   Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy",魚貝類 鱼贝类 真鯛 月 嘉鱲魚 正鯛 加腊 加蚋 加魶 加幾魚 銅盆魚 棘鬣魚 真鲷 嘉鱲鱼 正鲷 加几鱼 铜盆鱼 棘鬣鱼,red seabream tail porgy silver sea pargo genuine japanese madai (march)
魚貝類,"真鯛(5月)","嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚   Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy",魚貝類 鱼贝类 真鯛 月 嘉鱲魚 正鯛 加腊 加蚋 加魶 加幾魚 銅盆魚 棘鬣魚 真鲷 嘉鱲鱼 正鲷 加几鱼 铜盆鱼 棘鬣鱼,red seabream tail porgy silver sea pargo genuine japanese madai (may)
魚貝類,"真鯛(8月)","嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚   Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy",魚貝類 鱼贝类 真鯛 月 嘉鱲魚 正鯛 加腊 加蚋 加魶 加幾魚 銅盆魚 棘鬣魚 真鲷 嘉鱲鱼 正鲷 加几鱼 铜盆鱼 棘鬣鱼,red seabream tail porgy silver sea pargo genuine japanese madai (august)
魚貝類,"真鯛(9月)","嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚   Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy",魚貝類 鱼贝类 真鯛 月 嘉鱲魚 正鯛 加腊 加蚋 加魶 加幾魚 銅盆魚 棘鬣魚 真鲷 嘉鱲鱼 正鲷 加几鱼 铜盆鱼 棘鬣鱼,red seabream tail porgy silver sea pargo genuine japanese madai (september)
魚貝類,"真鯛(11月)","嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚   Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy",魚貝類 鱼贝类 真鯛 月 嘉鱲魚 正鯛 加腊 加蚋 加魶 加幾魚 銅盆魚 棘鬣魚 真鲷 嘉鱲鱼 正鲷 加几鱼 铜盆鱼 棘鬣鱼,red seabream tail porgy silver sea pargo genuine japanese madai (november)
魚貝類,"黃鰭棘鯛","黃鰭鯛,黃鰭,赤翅仔,赤翅,花身,鏡鯛  Yellow-finned black porgy; Yellow fin seabream; Yellow seabream; Yellow sea bream; Yellowfin seabream; Japanese silver bream",魚貝類 鱼贝类 黃鰭棘鯛 黃鰭鯛 黃鰭 赤翅仔 赤翅 花身 鏡鯛 黄鳍棘鲷 黄鳍鲷 黄鳍 镜鲷,yellow finned black porgy fin seabream sea yellowfin japanese silver snapper
魚貝類,"黑棘鯛(去皮)","黑鯛,烏格,黑格,厚唇,烏毛,烏鱠,黑頰(澎湖) Black sea bream; Blackhead seabream; Black porgy",魚貝類 鱼贝类 黑棘鯛 去皮 黑鯛 烏格 黑格 厚唇 烏毛 烏鱠 黑頰 澎湖 黑棘鲷 黑鲷 乌格 乌毛 乌鱠 黑颊,black sea bream blackhead seabream porgy snapper (skin removed)
魚貝類,"黑棘鯛(含皮)","黑鯛,烏格,黑格,厚唇,烏毛,烏鱠,黑頰(澎湖) Black sea bream; Blackhead seabream; Black porgy",魚貝類 鱼贝类 黑棘鯛 含皮 黑鯛 烏格 黑格 厚唇 烏毛 烏鱠 黑頰 澎湖 黑棘鲷 黑鲷 乌格 乌毛 乌鱠 黑颊,black sea bream blackhead seabream porgy croaker (with skin)
魚貝類,"多鱗四指馬鮁","四絲馬鮁,四指馬鮁,竹午,大午,午仔,鬚午仔/發鬚午仔(澎湖) East Asian fourfinger threadfin",魚貝類 鱼贝类 多鱗四指馬鮁 四絲馬鮁 竹午 大午 午仔 須午仔/發須午仔 澎湖 多鳞四指马鮁 四丝马鮁 须午仔/发须午仔,east asian fourfinger threadfin four-fingered bream
魚貝類,"大黃魚","黃魚,黃瓜,黃花魚,黃口,火口,大黃花 Croceine croaker; Large yellow croaker",魚貝類 鱼贝类 大黃魚 黃瓜 黃花魚 黃口 火口 大黃花 大黄鱼 黄瓜 黄花鱼 黄口 大黄花,croceine croaker large yellow
魚貝類,"小黃魚(去皮)","黃魚,小黃瓜,厚鱗仔,黃口,黃順,黃瓜,紅瓜 Yellow croaker; Yellowfish; Croaker; Little yellow croaker",魚貝類 鱼贝类 小黃魚 去皮 小黃瓜 厚鱗仔 黃口 黃順 紅瓜 小黄鱼 小黄瓜 厚鳞仔 黄口 黄顺 红瓜,yellow croaker yellowfish little small (skin removed)
魚貝類,"小黃魚(含皮)","黃魚,小黃瓜,厚鱗仔,黃口,黃順,黃瓜,紅瓜 Yellow croaker; Yellowfish; Croaker; Little yellow croaker",魚貝類 鱼贝类 小黃魚 含皮 小黃瓜 厚鱗仔 黃口 黃順 紅瓜 小黄鱼 小黄瓜 厚鳞仔 黄口 黄顺 红瓜,yellow croaker yellowfish little small (with skin)
魚貝類,"白姑魚","白口,帕頭,黃順,加網(澎湖) Silver sea meagre; Silver croaker; White croaker; Croaker",魚貝類 鱼贝类 白姑魚 白口 帕頭 黃順 加網 澎湖 白姑鱼 帕头 黄顺 加网,silver sea meagre croaker white
魚貝類,"眼斑擬石首魚","紅鼓魚 Red drum",魚貝類 鱼贝类 眼斑擬石首魚 紅鼓魚 眼斑拟石首鱼 红鼓鱼,red drum dinocampus ocellaris
魚貝類,"黃姑魚","春子,假黃魚,黃婆,紅花(臺南安平)   White flower croaker; Flower croaker",魚貝類 鱼贝类 黃姑魚 春子 假黃魚 黃婆 紅花 台南安平 黄姑鱼 假黄鱼 黄婆 红花,white flower croaker yellow
魚貝類,"黑䱛 ","黑姑魚, 黑口,烏喉,黑喉(臺東),加正,烏加網,黑喉,臭魚 Atrobucca nibe",魚貝類 鱼贝类 黑䱛 黑姑魚 黑口 烏喉 黑喉 台東 加正 烏加網 臭魚 黑姑鱼 乌喉 台东 乌加网 臭鱼,atrobucca nibe black
魚貝類,"鮸","鮸仔,敏魚,米魚,水鮸仔 Mi-iuy croaker",魚貝類 鱼贝类 鮸 鮸仔 敏魚 米魚 水鮸仔 敏鱼 米鱼,mi iuy croaker
魚貝類,"鱗鰭叫姑魚","春子,油口/臭肚仔/金線加網(澎湖)  Croaker",魚貝類 鱼贝类 鱗鰭叫姑魚 春子 油口/臭肚仔/金線加網 澎湖 鳞鳍叫姑鱼 油口/臭肚仔/金线加网,croaker scaly-finned fish
魚貝類,"黑斑海緋鯉","秋姑,鬚哥,黑點秋哥/外海秋哥(澎湖)  Sidespot goatfish; Sidedspot goatfish; Spotted goatfish; Whitespot goatfish; Blackspot goatfish",魚貝類 鱼贝类 黑斑海緋鯉 秋姑 須哥 黑點秋哥/外海秋哥 澎湖 黑斑海绯鲤 须哥 黑点秋哥/外海秋哥,sidespot goatfish sidedspot spotted whitespot blackspot black-spotted sea carp
魚貝類,"斑點雞籠鯧","銅盤仔,鏡鯧,金鏡,定盤,咬破埔,金鐘(澎湖)  Sicklefish; Spotted bat fish; Spotted sicklefish; Spotted drepane; Spotted batfish; Drepane",魚貝類 鱼贝类 斑點雞籠鯧 銅盤仔 鏡鯧 金鏡 定盤 咬破埔 金鐘 澎湖 斑点鸡笼鲳 铜盘仔 镜鲳 金镜 定盘 金钟,sicklefish spotted bat drepane batfish pomfret
魚貝類,"花身鯻","花身仔,斑吾,雞仔魚,三抓仔,花身鯻,邦五/斑午/兵舅仔/斑龜仔(澎湖)  Thornfish; Three-striped tiger fish; Cresent grunter; Crescent perch; Crescent-banded grunter; Crescent-banded tiger-fish; Jarbua terapon",魚貝類 鱼贝类 花身鯻 花身仔 斑吾 雞仔魚 三抓仔 邦五/斑午/兵舅仔/斑龜仔 澎湖 鸡仔鱼 邦五/斑午/兵舅仔/斑龟仔,thornfish three striped tiger cresent grunter crescent perch banded jarbua terapon flower-bodied carp
魚貝類,"花尾唇指翁(翁加魚邊) ","咬破布,三康,金花,萬年瘦,瘦仔/蝨鬢(澎湖) White-spot-tail morwong; Spottedtail morwong; Flagfish; Flag fish; Morwong",魚貝類 鱼贝类 花尾唇指翁 翁加魚邊 咬破布 三康 金花 萬年瘦 瘦仔/虱鬢 澎湖 翁加鱼边 万年瘦 瘦仔/虱鬓,white spot tail morwong spottedtail flagfish flag flower lip finger weng (weng plus edge)
魚貝類,"尼羅口孵非鯽(去皮)","南洋鯽仔,尼羅吳郭魚 Nile tilapia; Nilotica; Cichlid; Edward tilapia; Mozambique tilapia; Mango fish (without skin)",魚貝類 鱼贝类 尼羅口孵非鯽 去皮 南洋鯽仔 尼羅吳郭魚 尼罗口孵非鲫 南洋鲫仔 尼罗吴郭鱼,nile tilapia nilotica cichlid edward mozambique mango fish without skin carp (peeled)
